date,close
2005-09-27,19.299999
2005-09-28,20.5
2005-09-29,20.209999
2005-09-30,21.01
2005-10-03,21.5
2005-10-04,22.16
2005-10-05,22.200001
2005-10-06,22.58
2005-10-07,22.15
2005-10-10,22.209999
2005-10-11,21.98
2005-10-12,21.76
2005-10-13,21.709999
2005-10-14,22.27
2005-10-17,22.08
2005-10-18,21.49
2005-10-19,21.379999
2005-10-20,21.02
2005-10-21,21.959999
2005-10-24,22.309999
2005-10-25,22.0
2005-10-26,22.32
2005-10-27,22.559999
2005-10-28,23.9
2005-10-31,24.68
2005-11-01,25.02
2005-11-02,27.549999
2005-11-03,27.870001
2005-11-04,28.799999
2005-11-07,28.93
2005-11-08,29.43
2005-11-09,31.299999
2005-11-10,32.799999
2005-11-11,33.349998
2005-11-14,33.75
2005-11-15,33.880001
2005-11-16,33.599998
2005-11-17,34.32
2005-11-18,33.049999
2005-11-21,31.99
2005-11-22,32.5
2005-11-23,33.040001
2005-11-25,32.849998
2005-11-28,33.41
2005-11-29,32.900002
2005-11-30,33.59
2005-12-01,34.279999
2005-12-02,34.279999
2005-12-05,32.349998
2005-12-06,33.619999
2005-12-07,33.950001
2005-12-08,33.66
2005-12-09,33.880001
2005-12-12,33.759998
2005-12-13,33.25
2005-12-14,33.540001
2005-12-15,33.630001
2005-12-16,35.150002
2005-12-19,35.25
2005-12-20,35.32
2005-12-21,36.509998
2005-12-22,36.830002
2005-12-23,37.73
2005-12-27,37.459999
2005-12-28,37.450001
2005-12-29,37.380001
2005-12-30,37.139999
2006-01-03,37.450001
2006-01-04,39.200001
2006-01-05,39.709999
2006-01-06,39.0
2006-01-09,38.610001
2006-01-10,37.799999
2006-01-11,34.799999
2006-01-12,34.990002
2006-01-13,34.049999
2006-01-17,30.0
2006-01-18,31.0
2006-01-19,30.389999
2006-01-20,29.24
2006-01-23,29.42
2006-01-24,31.02
2006-01-25,31.0
2006-01-26,30.25
2006-01-27,28.889999
2006-01-30,29.0
2006-01-31,29.34
2006-02-01,29.379999
2006-02-02,30.01
2006-02-03,29.549999
2006-02-06,29.27
2006-02-07,29.0
2006-02-08,29.99
2006-02-09,30.35
2006-02-10,30.0
2006-02-13,31.17
2006-02-14,32.799999
2006-02-15,33.75
2006-02-16,33.380001
2006-02-17,33.150002
2006-02-21,32.5
2006-02-22,33.639999
2006-02-23,34.650002
2006-02-24,33.52
2006-02-27,33.349998
2006-02-28,33.09
2006-03-01,32.799999
2006-03-02,32.900002
2006-03-03,31.870001
2006-03-06,31.809999
2006-03-07,32.41
2006-03-08,33.459999
2006-03-09,32.849998
2006-03-10,33.259998
2006-03-13,33.049999
2006-03-14,34.099998
2006-03-15,35.07
2006-03-16,35.169998
2006-03-17,35.43
2006-03-20,36.950001
2006-03-21,36.98
2006-03-22,39.599998
2006-03-23,39.110001
2006-03-24,38.709999
2006-03-27,39.169998
2006-03-28,37.57
2006-03-29,37.709999
2006-03-30,37.490002
2006-03-31,40.0
2006-04-03,39.599998
2006-04-04,39.48
2006-04-05,39.48
2006-04-06,40.150002
2006-04-07,39.650002
2006-04-10,37.919998
2006-04-11,37.5
2006-04-12,37.5
2006-04-13,38.630001
2006-04-17,36.900002
2006-04-18,37.049999
2006-04-19,38.439999
2006-04-20,38.0
2006-04-21,37.73
2006-04-24,41.900002
2006-04-25,42.73
2006-04-26,42.990002
2006-04-27,44.299999
2006-04-28,43.259998
2006-05-01,43.68
2006-05-02,45.400002
2006-05-03,47.799999
2006-05-04,48.049999
2006-05-05,48.59
2006-05-08,47.299999
2006-05-09,51.630001
2006-05-10,50.099998
2006-05-11,49.119999
2006-05-12,48.02
2006-05-15,49.75
2006-05-16,47.849998
2006-05-17,46.630001
2006-05-18,46.900002
2006-05-19,47.400002
2006-05-22,47.0
2006-05-23,45.189999
2006-05-24,43.82
2006-05-25,43.900002
2006-05-26,46.369999
2006-05-30,44.610001
2006-05-31,46.700001
2006-06-01,46.25
2006-06-02,45.849998
2006-06-05,44.580002
2006-06-06,46.279999
2006-06-07,46.889999
2006-06-08,47.18
2006-06-09,47.82
2006-06-12,44.25
2006-06-13,41.549999
2006-06-14,42.490002
2006-06-15,45.48
2006-06-16,45.200001
2006-06-19,46.470001
