date,close
2006-06-20,47.470001
2006-06-21,48.939999
2006-06-22,49.529999
2006-06-23,50.669998
2006-06-26,49.639999
2006-06-27,48.040001
2006-06-28,47.299999
2006-06-29,48.110001
2006-06-30,50.540001
2006-07-03,52.099998
2006-07-05,53.5
2006-07-06,55.639999
2006-07-07,54.810001
2006-07-10,55.849998
2006-07-11,53.450001
2006-07-12,52.549999
2006-07-13,48.52
2006-07-14,47.200001
2006-07-17,47.57
2006-07-18,48.799999
2006-07-19,51.25
2006-07-20,50.200001
2006-07-21,48.77
2006-07-24,50.049999
2006-07-25,50.939999
2006-07-26,51.130001
2006-07-27,47.990002
2006-07-28,48.209999
2006-07-31,45.689999
2006-08-01,43.540001
2006-08-02,43.880001
2006-08-03,46.560001
2006-08-04,44.950001
2006-08-07,43.07
2006-08-08,41.950001
2006-08-09,40.779999
2006-08-10,40.52
2006-08-11,37.189999
2006-08-14,38.139999
2006-08-15,40.599998
2006-08-16,43.0
2006-08-17,42.790001
2006-08-18,42.099998
2006-08-21,40.23
2006-08-22,41.5
2006-08-23,40.889999
2006-08-24,40.220001
2006-08-25,39.48
2006-08-28,41.810001
2006-08-29,42.299999
2006-08-30,43.450001
2006-08-31,42.25
2006-09-01,41.75
2006-09-05,42.799999
2006-09-06,40.560001
2006-09-07,40.939999
2006-09-08,41.16
2006-09-11,40.470001
2006-09-12,44.599998
2006-09-13,44.900002
2006-09-14,46.529999
2006-09-15,46.23
2006-09-18,44.939999
2006-09-19,46.549999
2006-09-20,47.32
2006-09-21,45.98
2006-09-22,46.040001
2006-09-25,47.669998
2006-09-26,48.0
