date,close
1986-03-13,0.097222
1986-03-14,0.100694
1986-03-17,0.102431
1986-03-18,0.099826
1986-03-19,0.09809
1986-03-20,0.095486
1986-03-21,0.092882
1986-03-24,0.090278
1986-03-25,0.092014
1986-03-26,0.094618
1986-03-27,0.096354
1986-03-31,0.095486
1986-04-01,0.094618
1986-04-02,0.095486
1986-04-03,0.096354
1986-04-04,0.096354
1986-04-07,0.094618
1986-04-08,0.095486
1986-04-09,0.097222
1986-04-10,0.09809
1986-04-11,0.099826
1986-04-14,0.100694
1986-04-15,0.100694
1986-04-16,0.104167
1986-04-17,0.105035
1986-04-18,0.101563
1986-04-21,0.101563
1986-04-22,0.099826
1986-04-23,0.10026
1986-04-24,0.110243
1986-04-25,0.117188
1986-04-28,0.118056
1986-04-29,0.114583
1986-04-30,0.111979
1986-05-01,0.110243
1986-05-02,0.110243
1986-05-05,0.109375
1986-05-06,0.110243
1986-05-07,0.110243
1986-05-08,0.111111
1986-05-09,0.110243
1986-05-12,0.111111
1986-05-13,0.111979
1986-05-14,0.111111
1986-05-15,0.111111
1986-05-16,0.111979
1986-05-19,0.110243
1986-05-20,0.109375
1986-05-21,0.107639
1986-05-22,0.107639
1986-05-23,0.107639
1986-05-27,0.111111
1986-05-28,0.114583
1986-05-29,0.117188
1986-05-30,0.121528
1986-06-02,0.118056
1986-06-03,0.118056
1986-06-04,0.117188
1986-06-05,0.118924
1986-06-06,0.118924
1986-06-09,0.113715
1986-06-10,0.113715
1986-06-11,0.113715
1986-06-12,0.109375
1986-06-13,0.109375
1986-06-16,0.108507
1986-06-17,0.110243
1986-06-18,0.109375
1986-06-19,0.108507
1986-06-20,0.108941
1986-06-23,0.110243
1986-06-24,0.109375
1986-06-25,0.107639
1986-06-26,0.104167
1986-06-27,0.103299
1986-06-30,0.106771
1986-07-01,0.106771
1986-07-02,0.106771
1986-07-03,0.108507
1986-07-07,0.104167
1986-07-08,0.101563
1986-07-09,0.097222
1986-07-10,0.094618
1986-07-11,0.097222
1986-07-14,0.09592
1986-07-15,0.097222
1986-07-16,0.100694
1986-07-17,0.102431
1986-07-18,0.103299
1986-07-21,0.103299
1986-07-22,0.106771
1986-07-23,0.104167
1986-07-24,0.107639
1986-07-25,0.108507
1986-07-28,0.105903
1986-07-29,0.103299
1986-07-30,0.099826
1986-07-31,0.098958
1986-08-01,0.09809
1986-08-04,0.09809
1986-08-05,0.097222
1986-08-06,0.096354
1986-08-07,0.095486
1986-08-08,0.096354
1986-08-11,0.099826
1986-08-12,0.102431
1986-08-13,0.103299
1986-08-14,0.105903
1986-08-15,0.106337
1986-08-18,0.105035
1986-08-19,0.105035
1986-08-20,0.104167
1986-08-21,0.104167
1986-08-22,0.102431
1986-08-25,0.102431
1986-08-26,0.101563
1986-08-27,0.101563
1986-08-28,0.101563
1986-08-29,0.098958
1986-09-02,0.096354
1986-09-03,0.09375
1986-09-04,0.101563
1986-09-05,0.105903
1986-09-08,0.105035
1986-09-09,0.106771
1986-09-10,0.105035
1986-09-11,0.100694
1986-09-12,0.09809
1986-09-15,0.099826
1986-09-16,0.099826
1986-09-17,0.102431
1986-09-18,0.103299
1986-09-19,0.103299
1986-09-22,0.102431
1986-09-23,0.104167
1986-09-24,0.102865
1986-09-25,0.100694
1986-09-26,0.100694
1986-09-29,0.09809
1986-09-30,0.09809
1986-10-01,0.097222
1986-10-02,0.097222
1986-10-03,0.09809
1986-10-06,0.105903
1986-10-07,0.108073
1986-10-08,0.111111
1986-10-09,0.114583
1986-10-10,0.119792
1986-10-13,0.114583
1986-10-14,0.116319
1986-10-15,0.121528
1986-10-16,0.121528
1986-10-17,0.125
1986-10-20,0.125868
1986-10-21,0.131076
1986-10-22,0.131076
1986-10-23,0.131076
1986-10-24,0.130208
1986-10-27,0.134549
1986-10-28,0.137587
1986-10-29,0.133681
1986-10-30,0.136285
1986-10-31,0.134549
1986-11-03,0.137153
1986-11-04,0.142361
1986-11-05,0.151042
1986-11-06,0.154514
1986-11-07,0.153646
1986-11-10,0.147569
1986-11-11,0.148438
1986-11-12,0.148438
1986-11-13,0.146267
1986-11-14,0.147569
1986-11-17,0.148438
1986-11-18,0.140625
1986-11-19,0.145833
1986-11-20,0.157118
1986-11-21,0.162326
1986-11-24,0.175347
1986-11-25,0.177083
1986-11-26,0.175347
1986-11-28,0.172743
1986-12-01,0.169271
1986-12-02,0.170139
1986-12-03,0.168837
1986-12-04,0.171007
1986-12-05,0.170139
1986-12-08,0.168403
1986-12-09,0.167535
1986-12-10,0.168837
1986-12-11,0.170139
1986-12-12,0.164063
1986-12-15,0.159722
1986-12-16,0.161458
1986-12-17,0.163194
1986-12-18,0.164497
1986-12-19,0.168403
1986-12-22,0.170139
1986-12-23,0.171875
1986-12-24,0.171441
1986-12-26,0.171007
1986-12-29,0.164063
1986-12-30,0.165799
1986-12-31,0.167535
1987-01-02,0.165799
1987-01-05,0.175347
1987-01-06,0.177951
1987-01-07,0.1875
1987-01-08,0.193576
1987-01-09,0.201389
1987-01-12,0.21441
1987-01-13,0.208333
1987-01-14,0.208333
1987-01-15,0.219618
1987-01-16,0.21441
1987-01-19,0.222222
1987-01-20,0.225694
1987-01-21,0.235243
1987-01-22,0.258681
1987-01-23,0.234375
1987-01-26,0.238715
1987-01-27,0.248264
1987-01-28,0.249132
1987-01-29,0.238715
1987-01-30,0.253906
1987-02-02,0.253472
1987-02-03,0.249132
1987-02-04,0.25
1987-02-05,0.248264
1987-02-06,0.239149
1987-02-09,0.236979
1987-02-10,0.237847
1987-02-11,0.249132
1987-02-12,0.266493
1987-02-13,0.263889
1987-02-17,0.265625
1987-02-18,0.249132
1987-02-19,0.238715
1987-02-20,0.236111
1987-02-23,0.250868
1987-02-24,0.263021
1987-02-25,0.258681
1987-02-26,0.268229
1987-02-27,0.266493
1987-03-02,0.258681
1987-03-03,0.258681
1987-03-04,0.27691
1987-03-05,0.289931
1987-03-06,0.289063
1987-03-09,0.283854
1987-03-10,0.292535
1987-03-11,0.296875
